user_id,segment,journey_start,converted,n_touchpoints,device_primary,country
u_b707bb9063d1,high_intent_shopper,2023-03-21,0,1,desktop,CA
u_dacddeb58ffe,brand_aware_browser,2023-06-13,0,9,mobile,US
u_81b1b909e8f8,high_intent_shopper,2023-02-01,0,2,mobile,CA
u_ac69b3cc6f83,new_visitor,2023-08-12,0,10,mobile,US
u_249033712a87,repeat_customer,2023-09-27,0,2,desktop,AU
u_ba7ef0b7b1d3,brand_aware_browser,2023-07-31,0,2,mobile,UK
u_91bd2a11b703,high_intent_shopper,2023-10-01,0,1,mobile,US
u_a8258042ab50,brand_aware_browser,2023-07-17,0,4,mobile,US
u_76a61d347397,brand_aware_browser,2023-08-12,0,5,desktop,US
u_47365ac52904,new_visitor,2023-05-17,0,3,mobile,UK
u_65be2a12cf87,repeat_customer,2023-10-09,0,5,tablet,US
u_5e59617565ec,new_visitor,2023-04-25,0,4,desktop,US
u_b173bc8087bb,price_sensitive,2023-04-16,0,2,desktop,US
u_062ce31643ad,high_intent_shopper,2023-10-02,0,3,mobile,AU
u_c7ca1a3621b6,new_visitor,2023-11-22,0,4,desktop,US
u_9228a32496cf,new_visitor,2023-05-10,0,5,tablet,US
u_ff5f90a775dc,price_sensitive,2023-10-11,0,4,desktop,US
u_f13507bb49c3,new_visitor,2023-04-22,0,4,mobile,AU
u_1c3b7c2e1316,price_sensitive,2023-07-31,0,2,mobile,US
u_e303250d87fd,price_sensitive,2023-07-25,0,3,mobile,US
u_73ba8a236e12,price_sensitive,2023-07-15,0,2,desktop,US
u_c18efc111f68,high_intent_shopper,2023-08-17,0,1,tablet,US
u_c9b11d9cad85,high_intent_shopper,2023-10-25,0,1,mobile,CA
u_c56bc28e84c7,high_intent_shopper,2023-10-13,1,1,mobile,US
u_68e35d285e24,repeat_customer,2023-10-01,0,1,mobile,US
u_9c18a8f252f5,brand_aware_browser,2023-05-05,0,5,desktop,UK
u_c2096c318406,price_sensitive,2023-05-17,0,4,mobile,AU
u_a88db541a4b7,new_visitor,2023-09-20,0,3,mobile,US
u_aaf404c6fdee,brand_aware_browser,2023-11-05,0,5,mobile,US
u_ccf96810d27e,price_sensitive,2023-07-26,0,1,tablet,UK
u_fd033d67f82c,new_visitor,2023-04-23,0,14,mobile,CA
u_af2e92417eb1,brand_aware_browser,2023-05-13,0,4,mobile,AU
u_e5cb318b18c3,high_intent_shopper,2023-02-12,1,1,desktop,US
u_bad9e753265a,brand_aware_browser,2023-04-12,0,4,mobile,CA
u_4267e24d0f20,brand_aware_browser,2023-08-02,0,5,mobile,US
u_332e5fa2ae7b,new_visitor,2023-03-28,0,6,mobile,US
u_3cb6337d6597,new_visitor,2023-05-21,0,10,desktop,US
u_2cc4a98aefa1,repeat_customer,2023-11-22,0,1,mobile,UK
u_862ec7d6a1ea,new_visitor,2023-10-28,0,5,mobile,US
u_d3cb643b1666,new_visitor,2023-09-15,0,5,desktop,US
u_b0cf40f89b5c,brand_aware_browser,2023-05-30,0,6,desktop,CA
u_688ca06e01ae,new_visitor,2023-11-26,0,5,mobile,CA
u_b724335a08c8,price_sensitive,2023-09-10,0,3,mobile,US
u_46b762a534c1,new_visitor,2023-07-07,0,11,mobile,US
u_b0ba7be2dbe2,new_visitor,2023-05-19,0,9,mobile,US
u_41511a41f484,brand_aware_browser,2023-04-27,0,8,desktop,CA
u_fd8eda6ad9e4,high_intent_shopper,2023-10-04,1,2,mobile,US
u_69036c5fb303,brand_aware_browser,2023-07-29,0,2,mobile,US
u_d32a2260b6ab,price_sensitive,2023-07-13,0,9,mobile,US
u_6fb3ca477a11,new_visitor,2023-02-22,0,7,mobile,DE
u_65341b72504b,new_visitor,2023-08-09,0,1,desktop,US
u_b6fc7084c915,high_intent_shopper,2023-05-30,0,3,mobile,US
u_6fa8ecb25fde,price_sensitive,2023-10-07,0,4,desktop,US
u_e073d7f054ec,price_sensitive,2023-07-13,0,6,mobile,US
u_1c5684506263,brand_aware_browser,2023-06-03,0,6,mobile,US
u_feba4c4fc142,high_intent_shopper,2023-07-18,0,1,desktop,US
u_780edc4b2bc3,brand_aware_browser,2023-10-20,0,5,mobile,UK
u_c28be35e61a6,new_visitor,2023-05-26,0,5,mobile,UK
u_1db9b61822eb,brand_aware_browser,2023-06-04,0,5,mobile,US
u_1734ea674126,price_sensitive,2023-08-10,0,5,mobile,AU
u_c5c9a20e828b,new_visitor,2023-03-15,0,7,mobile,CA
u_c46850b10fb2,brand_aware_browser,2023-08-21,0,4,tablet,US
u_791743801365,new_visitor,2023-04-05,0,7,mobile,US
u_4d315958d976,new_visitor,2023-10-02,0,3,mobile,UK
u_d417e3605f33,brand_aware_browser,2023-11-10,0,5,mobile,US
u_324f611762f0,price_sensitive,2023-10-19,0,7,mobile,US
u_df2b8e1e1aca,brand_aware_browser,2023-06-10,0,6,mobile,AU
u_d22dbf48e574,brand_aware_browser,2023-11-13,0,6,mobile,CA
u_bf88d91c5936,high_intent_shopper,2023-03-21,0,1,mobile,CA
u_62d749cab3c9,repeat_customer,2023-04-19,0,1,mobile,US
u_aece21efadd3,price_sensitive,2023-01-04,1,6,mobile,UK
u_130d7394be58,high_intent_shopper,2023-05-04,0,4,mobile,DE
u_8b4a63be2a5e,brand_aware_browser,2023-05-17,0,4,mobile,US
u_8a884d4b92f1,new_visitor,2023-10-08,0,1,desktop,CA
u_d10fd1c8e591,brand_aware_browser,2023-03-09,0,4,mobile,CA
u_e2824211d4a2,high_intent_shopper,2023-02-26,0,4,desktop,AU
u_92fa0e3821ff,price_sensitive,2023-11-21,0,1,desktop,UK
u_8840b45ab466,new_visitor,2023-01-26,0,5,mobile,UK
u_38e3746c90b7,brand_aware_browser,2023-04-01,0,5,mobile,UK
u_f9545865d4f1,repeat_customer,2023-01-04,0,3,mobile,US
u_1acb4b20a7ab,new_visitor,2023-01-21,0,6,mobile,US
u_571d87aff367,brand_aware_browser,2023-05-04,0,1,desktop,US
u_b58bae8abbfa,new_visitor,2023-07-28,0,6,mobile,UK
u_11a7c4cb6a21,brand_aware_browser,2023-09-20,0,5,mobile,UK
u_2da948e99daf,repeat_customer,2023-08-21,0,2,desktop,US
u_22c893262f84,repeat_customer,2023-04-01,1,1,mobile,CA
u_71d9371ed583,price_sensitive,2023-04-23,1,4,mobile,US
u_ecf8f7d3bea7,high_intent_shopper,2023-04-25,0,6,mobile,US
u_dfa1b9590a9c,new_visitor,2023-11-07,0,7,mobile,CA
u_e652e2e76c8f,brand_aware_browser,2023-04-05,0,3,desktop,US
u_499a9dd9f94c,brand_aware_browser,2023-07-15,0,7,desktop,US
u_794581d8a924,high_intent_shopper,2023-01-09,0,2,mobile,US
u_0f78862d734f,price_sensitive,2023-11-10,0,2,desktop,UK
u_881a952d8300,repeat_customer,2023-04-19,0,3,mobile,US
u_3291bb9c5fe9,high_intent_shopper,2023-10-13,0,3,mobile,US
u_545dfdd13878,price_sensitive,2023-04-16,0,3,desktop,UK
u_76b88d7a6eea,brand_aware_browser,2023-03-02,0,4,desktop,UK
u_14d77738b0ea,repeat_customer,2023-03-08,0,2,desktop,US
u_0010c53084b2,brand_aware_browser,2023-09-04,0,4,desktop,US
u_882b42e2356d,repeat_customer,2023-10-04,0,3,mobile,US
u_224a641909c4,brand_aware_browser,2023-09-25,0,4,mobile,US
u_f0fd02647bf0,new_visitor,2023-10-06,0,12,desktop,AU
u_0bae4cc50b32,high_intent_shopper,2023-05-25,0,1,mobile,US
u_46caa45cdc39,brand_aware_browser,2023-07-08,0,5,desktop,CA
u_3221311185b1,high_intent_shopper,2023-04-11,0,1,mobile,CA
u_96b5576b104a,new_visitor,2023-04-26,0,4,mobile,US
u_eb7ba4452a43,new_visitor,2023-09-09,0,5,desktop,US
u_564125c811e1,brand_aware_browser,2023-09-25,0,6,desktop,AU
u_ef318f0b457a,repeat_customer,2023-09-04,0,6,mobile,UK
u_4fa7cb9a5bc6,new_visitor,2023-06-25,0,9,desktop,UK
u_5b0515214bf1,price_sensitive,2023-01-22,0,3,mobile,AU
u_f98ab41c5de1,price_sensitive,2023-08-25,0,5,mobile,CA
u_d3d85110ed9f,brand_aware_browser,2023-01-05,0,3,desktop,US
u_40bd56fd2bb1,high_intent_shopper,2023-09-05,0,1,mobile,UK
u_1e3e57586f54,new_visitor,2023-08-31,0,5,mobile,US
u_397f52ba78e0,new_visitor,2023-03-25,0,9,desktop,US
u_d059565fe4c0,repeat_customer,2023-03-04,0,3,mobile,DE
u_b89294a9c0ba,brand_aware_browser,2023-07-23,0,6,mobile,UK
u_639713d0c0e1,brand_aware_browser,2023-09-19,0,10,desktop,UK
u_9f45e41a9605,new_visitor,2023-09-11,0,4,mobile,UK
u_b2a5346648ed,new_visitor,2023-03-05,1,3,mobile,AU
u_876d50e1c916,new_visitor,2023-11-10,0,5,desktop,CA
u_8be30e8f3719,new_visitor,2023-09-11,0,9,desktop,DE
u_89bdfb7e0b2e,repeat_customer,2023-05-05,0,1,mobile,US
u_c96a649f78ce,high_intent_shopper,2023-02-22,0,2,desktop,US
u_d0e1d7fc98e7,brand_aware_browser,2023-04-08,0,6,mobile,UK
u_8fbab84d356b,new_visitor,2023-05-05,0,4,desktop,US
u_a3afaacbe3df,repeat_customer,2023-04-14,0,2,desktop,US
u_02ff35035bfb,high_intent_shopper,2023-01-20,0,1,mobile,CA
u_1e162221fbeb,high_intent_shopper,2023-05-11,0,3,mobile,AU
u_328082646118,repeat_customer,2023-09-16,0,1,desktop,US
u_bf9307b78f43,high_intent_shopper,2023-08-24,0,3,desktop,US
u_669a2d0c0c65,brand_aware_browser,2023-10-28,0,3,mobile,US
u_184bc91112d7,price_sensitive,2023-06-11,0,3,mobile,US
u_df0f4ff38a36,repeat_customer,2023-11-22,1,1,mobile,AU
u_39ef7d2296fa,repeat_customer,2023-08-01,0,2,mobile,AU
u_edc3b4e850b5,brand_aware_browser,2023-09-13,0,4,mobile,US
u_fe35e0145572,new_visitor,2023-07-05,0,4,desktop,US
u_aed78d9ea1ec,brand_aware_browser,2023-02-21,0,6,mobile,US
u_60dfccaca418,brand_aware_browser,2023-05-20,0,6,desktop,AU
u_22fba1867bf9,new_visitor,2023-02-20,0,9,desktop,AU
u_e78abd7b1d95,repeat_customer,2023-03-26,0,1,mobile,US
u_56cb341d76b4,new_visitor,2023-04-21,1,6,mobile,UK
u_f3ea9713c749,repeat_customer,2023-05-15,0,4,tablet,US
u_1fb9111c403e,price_sensitive,2023-04-25,0,3,mobile,US
u_1a585cbc975a,high_intent_shopper,2023-07-09,0,1,mobile,AU
u_c0acf0e22f0c,brand_aware_browser,2023-02-09,0,7,mobile,US
u_e10c652d7653,brand_aware_browser,2023-04-20,0,1,desktop,US
u_c3864c583911,brand_aware_browser,2023-01-25,0,5,desktop,US
u_7e5aa68664e5,new_visitor,2023-05-01,0,3,mobile,US
u_6c14095b7832,brand_aware_browser,2023-09-19,0,7,desktop,US
u_6b943a8da628,new_visitor,2023-08-07,0,8,mobile,US
u_862197cc9205,repeat_customer,2023-02-13,0,1,mobile,US
u_696d6022c185,new_visitor,2023-01-01,0,5,mobile,AU
u_4edd4542a3b6,price_sensitive,2023-03-22,0,1,mobile,US
u_cacf87729875,price_sensitive,2023-11-10,0,2,tablet,US
u_91df2848386e,price_sensitive,2023-04-06,0,4,mobile,US
u_2561cf8375f8,brand_aware_browser,2023-10-28,0,3,mobile,US
u_fb6874fb05d5,new_visitor,2023-06-18,0,6,mobile,US
u_54e9b2aff1da,brand_aware_browser,2023-06-12,0,4,mobile,US
u_f67ff7005ba4,high_intent_shopper,2023-06-13,0,2,mobile,AU
u_fc3c7a94d29e,repeat_customer,2023-02-11,0,2,mobile,US
u_38a0bacc81c8,brand_aware_browser,2023-07-21,0,4,mobile,AU
u_6ece579b73cd,new_visitor,2023-01-02,0,7,mobile,AU
u_2ce7a2e7de9d,new_visitor,2023-10-01,0,1,desktop,US
u_0ea5093e73dc,new_visitor,2023-06-12,0,7,desktop,UK
u_f0a49dbbfc2a,brand_aware_browser,2023-10-05,0,3,mobile,UK
u_5003eac597d5,high_intent_shopper,2023-11-07,0,1,mobile,US
u_e062b086b52e,new_visitor,2023-11-21,0,5,mobile,UK
u_17ccb9fb62de,price_sensitive,2023-06-01,0,3,mobile,US
u_a5dc35304241,new_visitor,2023-02-01,0,5,mobile,US
u_518212f56f66,new_visitor,2023-04-08,0,8,mobile,UK
u_60f30e73731e,new_visitor,2023-08-17,0,6,mobile,US
u_0c7a11693653,brand_aware_browser,2023-09-23,1,4,desktop,US
u_fca977494420,brand_aware_browser,2023-04-12,0,7,desktop,CA
u_15cb6588b28f,new_visitor,2023-07-21,0,6,mobile,US
u_aab8e3bbb392,brand_aware_browser,2023-06-20,0,5,desktop,US
u_332564a35e3b,brand_aware_browser,2023-01-07,0,3,desktop,UK
u_8b738794d95f,price_sensitive,2023-10-31,0,5,desktop,CA
u_3b5122fa9f3a,new_visitor,2023-09-02,0,4,tablet,US
u_593a712021dd,repeat_customer,2023-03-18,0,3,desktop,UK
u_2b3c6be0c6e6,price_sensitive,2023-07-22,0,4,mobile,US
u_0307ee598940,high_intent_shopper,2023-05-16,0,5,mobile,US
u_c62d813cd662,repeat_customer,2023-04-10,0,1,desktop,US
u_cc67cc8f2d6c,new_visitor,2023-01-07,0,5,mobile,CA
u_534e578b620d,high_intent_shopper,2023-09-23,0,2,mobile,UK
u_923aa05faa1a,price_sensitive,2023-06-03,0,7,tablet,US
u_af632c3f07b2,new_visitor,2023-01-05,1,9,mobile,DE
u_1a12a482faec,new_visitor,2023-06-24,0,4,tablet,US
u_ce2cca995e7f,repeat_customer,2023-09-20,0,2,desktop,US
u_ce7b09d9e8b3,new_visitor,2023-10-19,0,5,desktop,US
u_401d29abb758,brand_aware_browser,2023-01-07,0,4,mobile,US
u_1eeb0691cf2d,brand_aware_browser,2023-10-25,0,6,mobile,UK
u_9488dd930549,new_visitor,2023-09-11,0,5,desktop,US
u_858339927d0f,new_visitor,2023-08-30,0,6,tablet,US
u_4c872392256b,new_visitor,2023-07-01,0,7,desktop,UK
u_1cb55768180c,new_visitor,2023-09-19,0,7,tablet,AU
u_760fd150019f,price_sensitive,2023-03-06,0,2,desktop,UK
u_92aaa274b80b,price_sensitive,2023-01-02,0,2,mobile,US
u_7af41c0c43df,new_visitor,2023-03-08,0,1,mobile,US
u_d71141ccaac6,repeat_customer,2023-04-13,0,1,mobile,US
u_8b55a3c6a0aa,new_visitor,2023-08-14,0,4,mobile,CA
u_f2de5fe2cda8,new_visitor,2023-09-27,0,11,mobile,US
u_41ab957e70ad,new_visitor,2023-09-06,0,7,desktop,UK
u_fc292f1efe6d,brand_aware_browser,2023-03-21,0,5,desktop,US
u_0eb05c252119,brand_aware_browser,2023-05-08,0,6,tablet,US
u_55a22c0cbaef,high_intent_shopper,2023-07-26,1,3,desktop,AU
u_50b82e220a1b,price_sensitive,2023-02-10,0,6,mobile,US
u_b0745e9929bc,high_intent_shopper,2023-07-19,0,3,mobile,CA
u_f25064cdb6e0,price_sensitive,2023-09-07,0,1,desktop,UK
u_75898adf76bc,price_sensitive,2023-11-06,0,4,mobile,US
u_d50ac4499793,brand_aware_browser,2023-05-10,0,8,mobile,US
u_85cc6cda3eca,price_sensitive,2023-05-05,0,1,mobile,DE
u_8c16e7bf302b,high_intent_shopper,2023-04-16,0,2,mobile,AU
u_4ee8e827c1c0,high_intent_shopper,2023-01-18,1,2,desktop,US
u_af66752ef0e0,new_visitor,2023-05-27,0,8,mobile,US
u_7424b641dd36,brand_aware_browser,2023-06-14,0,6,mobile,US
u_ffe89e80c500,high_intent_shopper,2023-04-06,0,1,mobile,CA
u_dadecada16cb,price_sensitive,2023-03-30,0,4,mobile,US
u_ceda5278faa7,new_visitor,2023-08-03,0,4,desktop,US
u_2b4cb2171cbd,brand_aware_browser,2023-07-22,0,1,mobile,CA
u_889152500ae2,repeat_customer,2023-05-29,0,1,tablet,UK
u_8c3ed161bb3e,high_intent_shopper,2023-06-20,0,4,mobile,US
u_f95d87d9f126,high_intent_shopper,2023-11-10,0,2,mobile,DE
u_6092ace1d59c,price_sensitive,2023-02-04,0,6,tablet,US
u_ab8047252c23,price_sensitive,2023-11-04,0,4,mobile,DE
u_fb1a7e92f0e8,repeat_customer,2023-08-27,0,1,mobile,UK
u_e13eff330cae,new_visitor,2023-10-14,0,7,mobile,US
u_cfa122a12aff,new_visitor,2023-11-29,0,8,mobile,US
u_ce5c3efb95ee,price_sensitive,2023-08-22,0,6,mobile,AU
u_1538abe7eb00,brand_aware_browser,2023-07-30,0,11,mobile,US
u_8ee158ca0418,new_visitor,2023-05-18,0,3,tablet,US
u_cfa400c85197,brand_aware_browser,2023-02-17,0,2,desktop,US
u_a0985cdbfbad,price_sensitive,2023-11-21,0,7,desktop,US
u_6347bb4e1239,high_intent_shopper,2023-09-12,0,1,desktop,US
u_5f0cb2884623,high_intent_shopper,2023-11-16,0,3,tablet,US
u_4d44044b75fe,new_visitor,2023-11-01,0,10,desktop,US
u_8c384b302fbd,new_visitor,2023-09-17,0,7,mobile,US
u_fddbf5fda961,repeat_customer,2023-06-17,0,6,desktop,DE
u_767a21e6676c,price_sensitive,2023-03-17,0,1,mobile,US
u_31c30d0f6f53,brand_aware_browser,2023-08-25,0,2,mobile,CA
u_9a074916cabe,brand_aware_browser,2023-10-24,0,6,mobile,US
u_6b07afbd3925,brand_aware_browser,2023-10-30,0,6,mobile,DE
u_7b91a29047e6,price_sensitive,2023-06-20,0,5,mobile,US
u_2f1455c62f58,new_visitor,2023-11-16,0,3,mobile,US
u_b8f6cd897043,repeat_customer,2023-01-29,0,1,tablet,US
u_22896876928a,brand_aware_browser,2023-06-07,0,8,mobile,US
u_0aef81918714,new_visitor,2023-01-29,0,7,desktop,US
u_17114cfa5015,new_visitor,2023-09-09,0,7,desktop,CA
u_191023035121,price_sensitive,2023-07-26,0,5,mobile,UK
u_b87cb8babb46,repeat_customer,2023-10-17,0,2,mobile,CA
u_265d05a27b6f,price_sensitive,2023-05-16,0,3,desktop,UK
u_fe7dbd92ffeb,brand_aware_browser,2023-04-27,0,6,mobile,UK
u_404ee4633424,brand_aware_browser,2023-09-13,0,3,mobile,UK
u_a28f66174a7c,new_visitor,2023-04-28,0,8,desktop,US
u_88a5eac4a10e,high_intent_shopper,2023-03-29,0,2,desktop,US
u_7cc789f7c74a,high_intent_shopper,2023-05-27,0,1,mobile,US
u_2423a8569f8c,high_intent_shopper,2023-03-16,0,3,desktop,US
u_78ad6d8c00ae,high_intent_shopper,2023-03-22,0,1,desktop,UK
u_7c754705e478,new_visitor,2023-06-05,1,8,mobile,US
u_66c252d29cfa,new_visitor,2023-10-07,0,4,desktop,UK
u_5318293ff2a8,price_sensitive,2023-06-15,0,4,mobile,US
u_9fcad2ceaf6b,high_intent_shopper,2023-07-23,0,1,mobile,US
u_6b94c79d1999,price_sensitive,2023-10-14,0,4,mobile,CA
u_592ab441fc09,price_sensitive,2023-02-17,0,3,tablet,US
u_2beed06eba44,brand_aware_browser,2023-07-23,0,2,tablet,DE
u_e3d5b383929b,price_sensitive,2023-08-20,0,3,mobile,US
u_9533db944e95,brand_aware_browser,2023-09-16,0,5,mobile,US
u_03d3be9f7cc4,repeat_customer,2023-06-15,0,2,desktop,CA
u_6ab96ca095ef,repeat_customer,2023-10-12,0,1,mobile,US
u_98ed9e6544d9,high_intent_shopper,2023-08-20,0,3,mobile,CA
u_f4203d4c8a9b,brand_aware_browser,2023-04-18,0,2,mobile,UK
u_f22f609bbdfe,repeat_customer,2023-10-28,0,1,tablet,UK
u_01a3cb0ad1f1,price_sensitive,2023-08-09,0,4,mobile,UK
u_418954349452,new_visitor,2023-09-03,1,4,mobile,AU
u_e9d64aaf0206,repeat_customer,2023-08-26,0,1,mobile,US
u_72043c4e9244,brand_aware_browser,2023-08-06,0,6,mobile,US
u_7cef57e56e3f,high_intent_shopper,2023-11-27,0,3,mobile,AU
u_e5c964a18b3d,repeat_customer,2023-01-26,0,1,desktop,US
u_d3c1ee022a3a,high_intent_shopper,2023-01-30,0,4,mobile,US
u_46f072bb35f9,price_sensitive,2023-08-22,0,4,desktop,US
u_79d3d39431b2,new_visitor,2023-04-13,0,6,mobile,CA
u_9d1c9a35a0b0,price_sensitive,2023-05-04,0,2,mobile,DE
u_059f5beb53e5,brand_aware_browser,2023-10-11,0,3,mobile,US
u_213dcef7fb9e,repeat_customer,2023-05-30,0,1,desktop,UK
u_b2ffb37eef68,price_sensitive,2023-07-11,0,6,mobile,US
u_27afde9e9028,price_sensitive,2023-08-24,0,4,mobile,DE
u_4965c0cc8270,new_visitor,2023-06-24,0,7,mobile,US
u_137e1e75f377,brand_aware_browser,2023-03-25,0,6,mobile,DE
u_27ba36a8bf53,new_visitor,2023-04-12,0,6,desktop,UK
u_9d6e9c923a44,new_visitor,2023-06-24,0,1,mobile,UK
u_a6a1aac9f0a3,brand_aware_browser,2023-02-17,0,2,desktop,US
u_53962c821fe8,high_intent_shopper,2023-01-02,0,2,mobile,DE
u_b12a31fe3b8d,high_intent_shopper,2023-10-06,0,1,desktop,DE
u_cd0c008d7ae2,high_intent_shopper,2023-11-24,0,4,mobile,AU
u_05ce533e1d27,high_intent_shopper,2023-02-12,0,1,mobile,US
u_8424d239c806,repeat_customer,2023-07-26,0,1,tablet,US
u_646c0a3ce51c,high_intent_shopper,2023-04-11,0,2,mobile,DE
u_952e8be1789e,brand_aware_browser,2023-05-22,0,6,mobile,US
u_1bef7a3719f1,new_visitor,2023-01-28,0,7,mobile,US
u_7e5d4697b8e5,high_intent_shopper,2023-03-15,0,3,desktop,DE
u_0219eb84ace6,new_visitor,2023-01-06,0,4,desktop,US
u_ad8034ecbb3f,brand_aware_browser,2023-08-26,0,2,desktop,US
u_5c54bf543623,high_intent_shopper,2023-09-12,1,1,mobile,UK
u_9571d1b10216,repeat_customer,2023-01-20,0,2,mobile,US
u_4cb202dc7c69,repeat_customer,2023-03-09,1,6,desktop,AU
u_fe5877ba46ea,new_visitor,2023-01-31,0,5,desktop,UK
u_49316324f5ee,new_visitor,2023-06-27,0,10,mobile,US
u_5c4f7158f91c,new_visitor,2023-02-12,0,7,mobile,US
